open,high,low,close,sma_20,upper_bb,lower_bb
0.0,95.1500015258789,93.48999786376953,93.81999969482422,,,
0.0,94.0999984741211,92.56999969482422,93.5199966430664,,,
0.0,94.52999877929688,92.51000213623047,92.73999786376953,,,
0.0,92.66000366210938,91.05000305175781,91.62000274658203,,,
0.0,91.4800033569336,89.97000122070312,90.63999938964844,,,
0.0,91.29000091552734,89.72000122070312,90.16999816894531,,,
0.0,90.69999694824219,89.2300033569336,89.73999786376953,,,
0.0,90.5999984741211,89.25,89.81999969482422,,,
0.0,90.47000122070312,89.26000213623047,89.69000244140625,,,
0.0,90.11000061035156,88.87999725341797,89.43000030517578,,,
0.0,90.30999755859375,89.05000305175781,89.87999725341797,,,
0.0,90.86000061035156,89.58999633789062,90.55999755859375,,,
0.0,91.04000091552734,89.73999786376953,90.08999633789062,,,
0.0,90.2699966430664,89.41000366210938,89.88999938964844,,,
0.0,90.08000183105469,88.80999755859375,89.23999786376953,,,
0.0,89.80000305175781,88.66999816894531,89.25,,,
0.0,89.94000244140625,88.83000183105469,89.38999938964844,,,
0.0,89.79000091552734,88.30999755859375,88.58000183105469,,,
0.0,89.0999984741211,88.0199966430664,88.58000183105469,,,
0.0,89.66999816894531,88.26000213623047,89.33999633789062,90.29949913024902,93.2945501509281,87.30444810956993
0.0,89.91999816894531,88.61000061035156,89.25,90.07099914550781,92.59550429834871,87.54649399266691
0.0,90.23999786376953,88.81999969482422,89.93000030517578,89.89149932861328,91.82471279826629,87.95828585896027
0.0,90.91000366210938,89.54000091552734,90.12999725341797,89.7609992980957,91.16434681573263,88.35765178045877
0.0,90.31999969482422,89.19000244140625,89.62000274658203,89.6609992980957,90.75822656127262,88.56377203491878
0.0,89.8499984741211,88.94999694824219,89.5,89.60399932861328,90.6009484729464,88.60705018428017
0.0,90.52999877929688,89.37999725341797,90.33000183105469,89.61199951171875,90.63040962149364,88.59358940194386
0.0,91.31999969482422,90.08999633789062,90.83000183105469,89.666499710083,90.82128350027065,88.51171591989535
0.0,90.95999908447266,89.83999633789062,90.30000305175781,89.69049987792968,90.87819917421155,88.50280058164782
0.0,90.69000244140625,89.55999755859375,90.08000183105469,89.7099998474121,90.91040304592008,88.50959664890414
0.0,90.30000305175781,89.37999725341797,89.86000061035156,89.7314998626709,90.92617689079904,88.53682283454276
0.0,89.88999938964844,88.69999694824219,89.04000091552734,89.68950004577637,90.92069906203393,88.45830102951881
0.0,89.4000015258789,88.30000305175781,88.83000183105469,89.60300025939941,90.81969287154907,88.38630764724975
0.0,88.7699966430664,87.63999938964844,88.08000183105469,89.50250053405762,90.8722469163129,88.13275415180233
0.0,88.69999694824219,87.55000305175781,87.95999908447266,89.40600051879883,90.9246484472689,87.88735259032877
0.0,88.19000244140625,87.08999633789062,87.58999633789062,89.32350044250488,91.04574340002154,87.60125748498822
0.0,88.1500015258789,87.19000244140625,87.55999755859375,89.23900032043457,91.13363587857545,87.3443647622937
0.0,87.91999816894531,86.83000183105469,87.63999938964844,89.15150032043456,91.1740930688937,87.12890757197543
0.0,88.87000274658203,87.66000366210938,88.48999786376953,89.14700012207031,91.17533917372246,87.11866107041816
0.0,88.97000122070312,87.48999786376953,87.72000122070312,89.10400009155273,91.21762085448762,86.99037932861785
0.0,87.76000213623047,86.58000183105469,87.04000091552734,88.98900032043457,91.290487934926,86.68751270594313
0.0,87.62999725341797,86.44999694824219,87.19000244140625,88.88600044250488,91.31893706647958,86.45306381853018
0.0,87.80999755859375,86.69000244140625,87.31999969482422,88.7555004119873,91.23225233405634,86.27874848991826
0.0,87.9800033569336,86.83000183105469,87.44999694824219,88.62150039672852,91.07502216377262,86.16797862968443
0.0,87.5199966430664,86.4800033569336,86.9000015258789,88.48550033569336,91.00659175052056,85.96440892086616
0.0,87.62999725341797,86.55000305175781,87.36000061035156,88.37850036621094,90.89994916956022,85.85705156286167
0.0,88.08000183105469,86.97000122070312,87.83999633789062,88.25400009155274,90.61021099159454,85.89778919151094
0.0,88.48999786376953,87.33999633789062,87.88999938964844,88.10699996948242,90.12977801788938,86.08422192107545
0.0,89.25,87.81999969482422,88.87999725341797,88.03599967956544,89.82029897390997,86.2517003852209
0.0,89.7699966430664,88.4800033569336,88.94999694824219,87.9794994354248,89.55003669020766,86.40896218064194
0.0,89.62000274658203,88.20999908447266,89.3499984741211,87.95399932861328,89.40823216042803,86.49976649679853
0.0,89.7300033569336,88.5199966430664,89.12000274658203,87.95799942016602,89.42519236285726,86.49080647747478
0.0,89.7699966430664,88.58000183105469,89.51000213623047,87.9919994354248,89.57149409664888,86.41250477420073
0.0,90.5199966430664,89.16999816894531,90.19999694824219,88.09799919128417,89.96139200565568,86.23460637691267
0.0,91.3499984741211,90.0999984741211,90.81999969482422,88.24099922180176,90.46405393596734,86.01794450763617
0.0,91.05999755859375,89.5,89.79000091552734,88.35099945068359,90.65467928637662,86.04731961499056
0.0,90.06999969482422,88.98999786376953,89.47000122070312,88.44649963378906,90.77038222884426,86.12261703873386
0.0,89.9000015258789,88.83000183105469,89.36000061035156,88.53249969482422,90.85801786818611,86.20698152146234
0.0,89.5,88.51000213623047,88.87000274658203,88.55149993896484,90.88176068327641,86.22123919465326
0.0,89.76000213623047,88.47000122070312,89.5,88.64049987792968,90.97301103265568,86.30798872320369
