date,open,high,low,close,sma_20,upper_bb,lower_bb
1987-07-21,311.36,312.41,307.51,308.55,308.217,313.84000949576614,302.59399050423383
1987-07-22,308.56,309.12,307.22,308.47,308.219,313.8423569296193,302.5956430703807
1987-07-23,308.5,309.63,306.1,307.81,308.26650000000006,313.85747872987355,302.6755212701266
1987-07-24,307.82,309.28,307.78,309.27,308.28200000000004,313.88278415562485,302.68121584437523
1987-07-27,309.3,310.7,308.61,310.65,308.45649999999995,314.1271308012612,302.7858691987387
1987-07-28,310.65,312.33,310.28,312.33,308.678,314.59771407559896,302.75828592440104
1987-07-29,312.34,315.65,311.73,315.65,309.2605,315.52473927418265,302.9962607258173
1987-07-30,315.69,318.53,315.65,318.05,310.016,316.7011647226096,303.33083527739046
1987-07-31,318.05,318.85,317.56,318.66,310.6675,318.05564092419684,303.2793590758032
1987-08-03,318.62,320.26,316.52,317.57,311.3,318.78171947588197,303.81828052411805
1987-08-04,317.59,318.25,314.51,316.23,311.7415,319.29597660940897,304.187023390591
1987-08-05,316.25,319.74,316.23,318.45,312.2495,320.18360884459605,304.315391155404
1987-08-06,318.49,322.09,317.5,322.09,312.978,321.71829892298655,304.23770107701347
1987-08-07,322.1,324.15,321.82,323.0,313.70950000000005,323.23918652491574,304.17981347508436
1987-08-10,322.98,328.0,322.95,328.0,314.728,325.7579317171147,303.69806828288534
1987-08-11,328.02,333.4,328.0,333.33,315.8605,329.48616537245454,302.23483462754547
1987-08-12,333.32,334.57,331.06,332.39,316.95899999999995,332.18619437129024,301.73180562870965
1987-08-13,332.38,335.52,332.38,334.65,318.0565,335.052553133162,301.06044686683805
1987-08-14,334.63,336.08,332.63,333.99,319.0265,337.35194653006624,300.70105346993375
1987-08-17,333.98,335.43,332.88,334.11,320.1625,339.293848619478,301.03115138052203
1987-08-18,334.1,334.11,326.43,329.25,321.1975,339.9189955261818,302.4760044738182
1987-08-19,329.26,329.89,326.54,329.83,322.2655,340.35630426480185,304.1746957351981
1987-08-20,331.49,335.19,329.83,334.84,323.61699999999996,341.19205540906154,306.0419445909384
1987-08-21,334.85,336.37,334.3,335.9,324.9485,341.97337378421435,307.9236262157857
1987-08-24,335.89,335.9,331.92,333.33,326.08250000000004,342.0881133245417,310.07688667545835
1987-08-25,333.37,337.89,333.33,336.77,327.30449999999996,342.60554292971074,312.0034570702892
1987-08-26,336.77,337.39,334.46,334.57,328.2505,342.8406256803508,313.6603743196492
1987-08-27,334.56,334.57,331.1,331.38,328.917,342.74298636435674,315.0910136356432
1987-08-28,331.37,331.38,327.03,327.04,329.33599999999996,342.3364524617621,316.3355475382378
1987-08-31,327.03,330.09,326.99,329.8,329.9475,341.7092021235073,318.1857978764927
1987-09-01,329.81,332.18,322.83,323.4,330.306,340.66008162590003,319.95191837409993
1987-09-02,323.4,324.53,318.76,321.68,330.4675,340.1199311090937,320.8150688909062
1987-09-03,321.47,324.29,317.39,320.21,330.3735,340.3988558015354,320.3481441984646
1987-09-04,320.21,322.03,316.53,316.7,330.0585,341.372426723059,318.74457327694097
1987-09-08,316.68,316.7,308.56,313.56,329.3365,342.83551247850187,315.83748752149813
1987-09-09,313.6,315.41,312.29,313.92,328.366,343.3638516356251,313.36814836437486
1987-09-10,313.92,317.59,313.92,317.13,327.603,343.27634727289785,311.92965272710217
1987-09-11,317.14,322.45,317.13,321.98,326.9695,342.4667805424222,311.47221945757775
1987-09-14,322.02,323.81,320.4,323.08,326.424,341.6463967958577,311.20160320414226
1987-09-15,323.07,323.08,317.63,317.74,325.6055,340.84820244722863,310.3627975527714
1987-09-16,317.75,319.5,314.61,314.86,324.886,340.7501912561132,309.0218087438868
1987-09-17,314.94,316.08,313.45,314.93,324.141,340.4215856612622,307.8604143387378
1987-09-18,314.98,316.99,314.86,314.86,323.142,339.107300003775,307.176699996225
1987-09-21,314.92,317.66,310.12,310.54,321.87399999999997,337.59939802860026,306.14860197139967
1987-09-22,310.54,319.51,308.69,319.5,321.1825,335.97546543346874,306.38953456653127
1987-09-23,319.49,321.83,319.12,321.19,320.4035,333.253601412666,307.553398587334
1987-09-24,321.09,322.01,319.12,319.72,319.66099999999994,330.6451568202863,308.6768431797136
1987-09-25,319.72,320.55,318.1,320.16,319.1,328.61138044106895,309.5886195589311
1987-09-28,320.16,325.33,320.16,323.2,318.908,327.8845111028149,309.93148889718515
1987-09-29,323.2,324.63,320.27,321.69,318.5025,326.0217325336266,310.9832674663734
1987-09-30,321.69,322.53,320.16,321.83,318.424,325.7584619865121,311.08953801348787
1987-10-01,321.83,327.34,321.83,327.33,318.7065,326.9481433593774,310.4648566406226
1987-10-02,327.33,328.94,327.22,328.07,319.09950000000003,328.3329391722359,309.86606082776416
1987-10-05,328.07,328.57,326.09,328.08,319.66850000000005,329.65147977876194,309.68552022123816
1987-10-06,328.08,328.08,319.17,319.22,319.9515,329.51755902465425,310.3854409753458
1987-10-07,319.22,319.39,315.78,318.54,320.1825,329.3501338564717,311.0148661435283
1987-10-08,318.54,319.34,312.02,314.16,320.034,329.50114962939074,310.56685037060925
1987-10-09,314.16,315.04,310.97,311.07,319.48850000000004,329.7106931419628,309.2663068580373
1987-10-12,311.07,311.07,306.76,309.39,318.80400000000003,329.81646069352024,307.7915393064798
1987-10-13,309.39,314.53,309.39,314.52,318.643,329.813968200041,307.4720317999589
1987-10-14,314.52,314.52,304.78,305.23,318.16150000000005,330.7582051247544,305.5647948752457
1987-10-15,305.21,305.23,298.07,298.08,317.319,332.75882260601713,301.8791773939829
1987-10-16,298.08,298.92,281.52,282.7,315.711,337.58652720567744,293.8354727943226
1987-10-19,282.7,282.7,224.83,224.84,311.42600000000004,357.62154245982964,265.23045754017045
1987-10-20,225.06,245.62,216.46,236.83,307.2925,364.0362285660625,250.54877143393753
1987-10-21,236.83,259.27,236.83,258.38,304.152,364.49545265142496,243.80854734857502
1987-10-22,258.24,258.38,242.99,248.25,300.5785,365.34301473973784,235.8139852602622
1987-10-23,248.29,250.7,242.76,248.22,296.9815,365.0724769971109,228.89052300288904
1987-10-26,248.2,248.22,227.26,227.67,292.205,365.7372137784382,218.67278622156175
1987-10-27,227.67,237.81,227.67,233.19,287.78000000000003,364.4268019726305,211.13319802736956
1987-10-28,233.19,238.58,226.26,233.28,283.3525,361.92364854837354,204.78135145162648
1987-10-29,233.31,246.69,233.28,244.77,279.2245,356.73518068337455,201.71381931662538
1987-10-30,244.77,254.04,244.77,251.79,275.4105,350.2624784149467,200.55852158505334
1987-11-02,251.73,255.75,249.15,255.75,271.794,342.8229285469405,200.76507145305945
1987-11-03,255.75,255.75,242.78,250.82,268.374,336.30743720529966,200.44056279470038
1987-11-04,250.81,251.0,246.34,248.96,264.89500000000004,329.0317428972953,200.75825710270473
1987-11-05,248.93,256.09,247.72,254.48,261.91099999999994,321.8101703307806,202.01182966921934
1987-11-06,254.49,257.21,249.68,250.41,258.878,314.26992287689677,203.48607712310317
1987-11-09,250.41,250.41,243.01,243.17,255.56699999999995,305.9346671977912,205.1993328022087
1987-11-10,243.14,243.17,237.64,239.0,251.791,294.2524494633239,209.3295505366761
1987-11-11,239.01,243.86,239.0,241.9,248.62449999999998,282.97777455471567,214.2712254452843
1987-11-12,241.93,249.9,241.9,248.52,246.14649999999997,271.4324655477957,220.86053445220426
1987-11-13,248.54,249.42,245.64,245.64,244.2935,262.8321154879654,225.75488451203458
1987-11-16,245.69,249.54,244.98,246.76,245.3895,261.5212072219539,229.2577927780461
1987-11-17,246.73,246.76,240.81,243.04,245.7,261.3704804615187,230.02951953848128
1987-11-18,243.09,245.55,240.67,245.55,245.0585,259.54942968577234,230.56757031422765
1987-11-19,245.54,245.55,239.7,240.05,244.64849999999996,259.22299722885106,230.07400277114886
1987-11-20,240.04,242.01,235.89,242.0,244.3375,258.85645584907786,229.81854415092212
1987-11-23,242.0,242.99,240.5,242.99,245.10350000000003,257.36018844260354,232.8468115573965
1987-11-24,242.98,247.9,242.98,246.39,245.76349999999996,256.6658131780224,234.86118682197755
1987-11-25,246.42,246.54,244.08,244.1,246.30450000000002,255.54585892263384,237.0631410773662
1987-11-27,244.11,244.12,240.34,240.34,246.083,255.68455930319305,236.48144069680694
1987-11-30,240.27,240.34,225.75,230.3,245.00849999999997,256.53736039924877,233.4796396007512
1987-12-01,230.32,234.02,230.3,232.0,243.82099999999997,255.5816174202449,232.06038257975504
1987-12-02,232.01,234.56,230.31,233.45,242.95250000000001,255.09610022052343,230.8088997794766
1987-12-03,233.46,233.9,225.21,225.21,241.76500000000001,255.91436487323367,227.61563512676636
1987-12-04,225.2,225.77,221.24,223.92,240.237,255.18285751444915,225.29114248555084
1987-12-07,223.98,228.77,223.92,228.76,239.1545,254.1340938037862,224.17490619621384
1987-12-08,228.77,234.92,228.69,234.91,238.7415,253.71040992058676,223.77259007941325
1987-12-09,234.91,240.09,233.83,238.89,238.73600000000002,253.70459083478008,223.76740916521996
1987-12-10,238.89,240.05,233.4,233.57,238.31949999999998,253.38068115868907,223.25831884131088
1987-12-11,233.6,235.48,233.35,235.32,237.65950000000004,251.97710708469455,223.34189291530552
1987-12-14,235.3,242.34,235.04,242.19,237.487,251.47919948099317,223.49480051900682
1987-12-15,242.19,245.59,241.31,242.81,237.2895,250.83496725506402,223.744032744936
1987-12-16,242.81,248.11,242.8,248.08,237.54149999999998,251.71059204832125,223.37240795167872
1987-12-17,248.08,248.6,242.96,242.98,237.413,251.3204839375712,223.50551606242882
1987-12-18,243.01,249.18,243.01,249.16,237.86849999999998,252.70532938891947,223.0316706110805
1987-12-21,249.14,250.25,248.3,249.54,238.2455,253.88577658256278,222.6052234174372
1987-12-22,249.56,249.97,247.01,249.95,238.5935,254.97063203477106,222.21636796522895
1987-12-23,249.96,253.35,249.95,253.16,238.93200000000002,256.2409907881822,221.62300921181782
1987-12-24,253.13,253.16,251.68,252.03,239.3285,257.4788119010494,221.17818809895059
1987-12-28,252.01,252.02,244.19,245.57,239.58999999999997,257.95115006144925,221.2288499385507
1987-12-29,245.58,245.88,244.28,244.59,240.30450000000002,258.2509812267242,222.35801877327583
1987-12-30,244.63,248.06,244.59,247.86,241.09750000000003,258.8999585824278,223.29504141757224
1987-12-31,247.84,247.86,245.22,247.08,241.779,259.3913340752739,224.16666592472606
1988-01-04,247.1,256.44,247.08,255.94,243.3155,260.18782860726947,226.44317139273053
1988-01-05,255.95,261.78,255.95,258.63,245.051,260.6128817695877,229.48911823041226
1988-01-06,258.64,259.79,257.18,258.89,246.55750000000003,261.2905503862679,231.82444961373216
1988-01-07,258.87,261.32,256.18,261.07,247.86550000000003,262.88674316812313,232.84425683187692
1988-01-08,261.05,261.07,242.95,243.4,248.09099999999998,262.67392714823126,233.5080728517687
1988-01-11,243.38,247.51,241.07,247.49,248.78700000000003,261.6829954616719,235.89100453832816
1988-01-12,247.44,247.49,240.46,245.42,249.292,260.6691046173346,237.9148953826654
1988-01-13,245.41,249.25,241.41,245.81,249.473,260.48365149370744,238.46234850629259
1988-01-14,245.83,247.0,243.97,245.88,249.6265,260.32727670570483,238.92572329429518
1988-01-15,246.02,253.65,245.88,252.05,249.825,260.5522412699281,239.09775873007186
1988-01-18,252.05,252.86,249.98,251.88,250.27000000000004,260.5298717546149,240.01012824538523
1988-01-19,251.84,253.33,248.75,249.32,250.27800000000002,260.53447646483795,240.0215235351621
1988-01-20,249.31,249.32,241.14,242.63,249.93250000000003,260.74416597027135,239.1208340297287
1988-01-21,242.65,244.25,240.17,243.14,249.59199999999996,260.82218976266,238.36181023733988
1988-01-22,243.14,246.5,243.14,246.5,249.25899999999996,260.4385732900438,238.07942670995615
1988-01-25,246.53,252.87,246.5,252.17,249.266,260.45305153761956,238.07894846238045
1988-01-26,252.13,252.17,249.1,249.57,249.46600000000004,260.5170307211632,238.41496927883688
1988-01-27,249.58,253.02,248.5,249.38,249.70550000000003,260.5166043790553,238.89439562094475
1988-01-28,249.39,253.66,249.38,253.29,249.977,260.86541412260544,239.08858587739454
1988-01-29,253.31,257.07,252.7,257.07,250.4765,261.71624578285684,239.23675421714316
1988-02-01,257.05,258.27,254.93,255.04,250.4315,261.58602851159026,239.27697148840977
1988-02-02,255.05,256.08,252.8,255.57,250.27849999999998,261.036432250943,239.52056774905697
1988-02-03,255.56,256.98,250.56,252.21,249.94449999999998,259.96630669708685,239.9226933029131
1988-02-04,252.2,253.03,250.34,252.21,249.5015,258.1405137716906,240.86248622830936
1988-02-05,252.22,253.85,250.9,250.96,249.8795,258.0429086662817,241.7160913337183
1988-02-08,250.95,250.96,247.82,249.1,249.95999999999998,258.05566745729084,241.8643325427091
1988-02-09,249.11,251.72,248.66,251.72,250.275,258.11304084007077,242.43695915992924
1988-02-10,251.74,256.92,251.72,256.66,250.81750000000002,258.8537543644795,242.78124563552052
1988-02-11,256.63,257.77,255.12,255.95,251.321,259.3164589743563,243.32554102564367
1988-02-12,255.95,258.86,255.85,257.63,251.6,260.0774648643568,243.1225351356432
1988-02-16,257.61,259.84,256.57,259.83,251.9975,261.2411558614164,242.7538441385836
1988-02-17,259.94,261.47,257.83,259.21,252.49200000000002,262.1800297274568,242.8039702725432
1988-02-18,258.82,259.6,256.9,257.91,253.256,262.03692286242597,244.47507713757403
1988-02-19,257.9,261.61,257.62,261.61,254.17950000000002,262.34419543700386,246.01480456299615
1988-02-22,261.6,266.06,260.88,265.64,255.1365,263.97060919466367,246.30239080533636
1988-02-23,265.62,266.12,263.11,265.02,255.779,265.5265975987651,246.0314024012349
1988-02-24,265.01,266.25,263.87,264.43,256.522,266.53852865597014,246.50547134402987
1988-02-25,264.39,267.75,261.05,261.58,257.13199999999995,266.7969635281298,247.46703647187007
1988-02-26,261.56,263.0,261.38,262.46,257.59049999999996,267.35754334942527,247.82345665057466
1988-02-29,262.46,267.82,262.46,267.82,258.128,268.9053692718182,247.35063072818178
1988-03-01,267.82,267.95,265.39,267.22,258.73699999999997,270.1381229363867,247.3358770636132
1988-03-02,267.23,268.75,267.0,267.98,259.3575,271.3674465356658,247.3475534643342
1988-03-03,267.98,268.4,266.82,267.88,260.14099999999996,272.23191159334027,248.05008840665965
1988-03-04,267.87,268.4,264.72,267.3,260.89549999999997,272.7841792237105,249.00682077628943
1988-03-07,267.28,267.69,265.94,267.38,261.7165,272.96696951067383,250.4660304893262
1988-03-08,267.38,270.06,267.38,269.43,262.733,272.7946899281681,252.6713100718319
1988-03-09,269.46,270.76,268.65,269.06,263.6,272.5981237810457,254.60187621895437
1988-03-10,269.07,269.35,263.8,263.84,263.95899999999995,272.34327073689445,255.57472926310547
1988-03-11,263.85,264.94,261.27,264.94,264.4085,271.90141953499875,256.91558046500126
1988-03-14,264.93,266.55,264.52,266.37,264.8455,271.6628662919022,258.0281337080978
1988-03-15,266.34,266.41,264.92,266.13,265.1605,271.572224375997,258.74877562400303
1988-03-16,266.11,268.68,264.81,268.65,265.6325,271.5723028498264,259.6926971501736
1988-03-17,268.66,271.22,268.65,271.22,266.298,271.5357439900525,261.0602560099475
1988-03-18,271.22,272.64,269.76,271.12,266.7735,271.9455637233083,261.60143627669174
1988-03-21,271.1,271.12,267.42,268.74,266.9285,272.1431646458317,261.7138353541683
1988-03-22,268.73,269.61,267.9,268.84,267.1195,272.31964766997436,261.9193523300257
1988-03-23,268.81,269.79,268.01,268.91,267.3435,272.44079040508285,262.24620959491716
1988-03-24,268.91,268.91,262.48,263.35,267.432,272.1557300159115,262.70826998408853
1988-03-25,263.34,263.44,258.12,258.51,267.2345,273.0399583209128,261.4290416790873
1988-03-28,258.5,258.51,256.07,258.06,266.7465,273.84218668091756,259.6508133190825
1988-03-29,258.11,260.86,258.06,260.07,266.389,274.07975973251183,258.6982402674882
1988-03-30,260.06,261.59,257.92,258.07,265.8935,274.387659665389,257.39934033461105
1988-03-31,258.03,259.03,256.16,258.89,265.44399999999996,274.4326229845268,256.4553770154731
1988-04-04,258.89,259.06,255.68,256.09,264.8835,274.7408750642839,255.02612493571618
1988-04-05,256.1,258.52,256.03,258.51,264.44,274.617399109382,254.26260089061796
1988-04-06,258.52,265.5,258.22,265.49,264.243,274.16298111204,254.32301888796005
1988-04-07,265.51,267.32,265.22,266.16,264.098,273.80398860173005,254.39201139826994
1988-04-08,266.15,270.22,266.11,269.43,264.3775,274.3699263425155,254.3850736574845
1988-04-11,269.43,270.41,268.61,270.16,264.63849999999996,274.9600589907761,254.31694100922385
1988-04-12,269.88,272.05,269.66,271.37,264.88849999999996,275.62068724948296,254.15631275051697
1988-04-13,271.33,271.7,269.23,271.58,265.16099999999994,276.2951483260929,254.02685167390698
1988-04-14,271.55,271.57,259.37,259.75,264.716,275.97373913920495,253.45826086079506
1988-04-15,259.74,260.39,255.97,259.77,264.1435,275.17078725528626,253.11621274471378
1988-04-18,259.75,259.81,258.03,259.21,263.548,274.2711232685096,252.82487673149043
1988-04-19,259.24,262.38,257.91,257.92,263.007,273.7189649777379,252.29503502226208
1988-04-20,257.91,258.54,256.12,256.13,262.3715,273.1343645668467,251.6086354331533
1988-04-21,256.15,260.44,254.71,256.42,261.747,272.3608422032676,251.13315779673243
1988-04-22,256.45,261.16,256.42,260.14,261.5865,272.19535881059943,250.97764118940057
1988-04-25,260.15,263.29,260.14,262.51,261.7865,272.30155642300707,251.27144357699294
1988-04-26,262.45,265.06,262.18,263.93,262.08000000000004,272.4842036039119,251.67579639608815
1988-04-27,263.94,265.09,263.45,263.8,262.2665,272.6527059837515,251.88029401624848
1988-04-28,263.79,263.8,262.22,262.61,262.4935,272.6902472109631,252.29675278903687
1988-04-29,262.59,262.61,259.97,261.33,262.6155,272.68834724291105,252.54265275708897
1988-05-02,261.36,261.56,259.99,261.56,262.889,272.50238518613054,253.27561481386945
1988-05-03,261.55,263.7,261.55,263.0,263.11350000000004,272.50341906248786,253.72358093751225
1988-05-04,263.05,263.23,260.31,260.32,262.855,272.25410074086426,253.45589925913578
1988-05-05,260.3,260.32,258.13,258.79,262.48650000000004,271.9178592813979,253.05514071860213
1988-05-06,258.8,260.31,257.03,257.48,261.889,270.97603854254834,252.80196145745168
1988-05-09,257.47,258.22,255.45,256.54,261.20799999999997,269.7075965229361,252.70840347706383
1988-05-10,256.53,258.3,255.93,257.62,260.5205,267.6775251832562,253.3634748167439
1988-05-11,257.6,257.62,252.32,253.31,259.607,265.3432819427219,253.8707180572782
1988-05-12,253.32,254.87,253.31,253.85,259.312,265.5978323570657,253.0261676429343
1988-05-13,253.88,256.83,253.85,256.78,259.1625,265.54396617372515,252.7810338262749
1988-05-16,256.75,258.71,256.28,258.71,259.1375,265.5220994804998,252.75290051950023
1988-05-17,258.72,260.2,255.35,255.39,259.011,265.5943311037146,252.4276688962855
1988-05-18,255.4,255.67,250.73,251.35,258.772,266.10059604563406,251.44340395436592
1988-05-19,251.36,252.57,248.85,252.57,258.57949999999994,266.3567447428094,250.80225525719047
1988-05-20,252.61,253.7,251.79,253.02,258.2235,266.3442266332956,250.1027733667044
1988-05-23,253.0,253.02,249.82,250.83,257.6395,266.13362298376023,249.14537701623973
1988-05-24,250.84,253.51,250.83,253.51,257.1185,265.258933908006,248.97806609199395
1988-05-25,253.52,255.34,253.51,253.76,256.6165,264.24420097115456,248.9887990288454
1988-05-26,253.75,254.98,253.52,254.63,256.2175,263.34349060519685,249.0915093948031
1988-05-27,254.62,254.63,252.74,253.42,255.82199999999997,262.62391490066443,249.0200850993355
1988-05-31,253.44,262.16,253.42,262.16,255.852,262.7648609356678,248.93913906433224
1988-06-01,262.16,267.43,262.1,266.69,256.03650000000005,263.88612426188183,248.18687573811826
1988-06-02,266.65,266.71,264.12,265.33,256.287,264.9859971593878,247.58800284061212
1988-06-03,265.34,267.11,264.42,266.45,256.66999999999996,266.44141265443466,246.89858734556523
1988-06-06,266.46,267.05,264.97,267.05,257.1485,267.9679897729725,246.32901022702754
1988-06-07,267.02,267.28,264.5,265.17,257.58000000000004,268.97059445794423,246.18940554205582
1988-06-08,265.32,272.01,265.17,271.52,258.275,271.2604436723781,245.28955632762185
1988-06-09,271.5,272.29,270.19,270.2,259.1195,272.91686126564855,245.3221387343515
1988-06-10,270.22,273.21,270.2,271.26,259.98999999999995,274.56259721099025,245.41740278900963
1988-06-13,271.28,271.94,270.53,271.43,260.72249999999997,276.06800285571677,245.37699714428314
1988-06-14,271.58,276.14,271.44,274.3,261.502,277.9605419831345,245.04345801686554
1988-06-15,274.29,274.45,272.75,274.45,262.455,279.61570848740064,245.29429151259933
1988-06-16,274.44,274.45,268.76,269.77,263.37600000000003,279.99590233678526,246.7560976632148
1988-06-17,269.79,270.77,268.09,270.68,264.2815,280.38792666764004,248.17507333235994
1988-06-20,270.67,270.68,268.59,268.94,265.0775,280.3947663151257,249.76023368487427
1988-06-21,268.95,271.67,267.52,271.67,266.1195,280.1359797367452,252.10302026325488
1988-06-22,271.69,276.88,271.67,275.66,267.227,280.5306094825132,253.92339051748675
1988-06-23,275.62,275.89,274.26,274.82,268.28,280.3743745078816,256.18562549211833
1988-06-24,274.81,275.19,273.53,273.78,269.2375,279.70441403775425,258.7705859622458
1988-06-27,273.78,273.79,268.85,269.06,270.0195,277.3894260154858,262.6495739845142
1988-06-28,269.07,272.8,269.06,272.31,270.527,276.95594146972127,264.0980585302787
1988-06-29,272.32,273.01,269.49,270.98,270.7415,276.9125027335021,264.57049726649785
1988-06-30,271.0,273.51,270.97,273.5,271.15,276.87848101479693,265.421518985203
1988-07-01,273.5,273.8,270.78,271.78,271.4165,276.7032272733898,266.12977272661016
1988-07-05,271.78,275.81,270.51,275.81,271.85450000000003,277.0690483732426,266.63995162675747
1988-07-06,275.8,276.36,269.92,272.02,272.197,276.355907245146,268.038092754854
1988-07-07,272.0,272.05,269.31,271.78,272.21000000000004,276.3616160455319,268.0583839544682
1988-07-08,271.76,272.31,269.86,270.02,272.20099999999996,276.37169929767447,268.03030070232546
1988-07-11,270.03,271.64,270.02,270.55,272.1655,276.38176162676217,267.94923837323785
1988-07-12,270.54,270.7,266.96,267.85,271.98650000000004,276.61778616898073,267.35521383101934
1988-07-13,267.87,269.46,266.12,269.32,271.7375,276.38054289970125,267.09445710029877
1988-07-14,269.33,270.69,268.58,270.26,271.528,276.0317369279117,267.02426307208833
1988-07-15,270.23,272.06,269.53,272.05,271.64199999999994,276.07321273646784,267.21078726353204
1988-07-18,271.99,272.05,268.66,270.51,271.6335,276.0731267031366,267.19387329686344
1988-07-19,270.49,271.21,267.01,268.47,271.61,276.1141641551888,267.1058358448112
1988-07-20,268.52,270.24,268.47,270.0,271.5265,276.08753993220887,266.9654600677911
1988-07-21,269.99,270.0,266.66,266.66,271.0765,275.69594756323966,266.45705243676036
1988-07-22,266.65,266.66,263.29,263.5,270.5105,275.9072650154169,265.11373498458306
1988-07-25,263.49,265.17,263.03,264.68,270.05550000000005,275.81394816449784,264.29705183550226
1988-07-26,264.7,266.09,264.32,265.19,269.86199999999997,276.00831973752094,263.715680262479
1988-07-27,265.18,265.83,262.48,262.5,269.37149999999997,276.2208020005537,262.52219799944623
1988-07-28,262.52,266.55,262.5,266.02,269.12350000000004,276.08582954057994,262.16117045942013
1988-07-29,266.04,272.02,266.02,272.02,269.04949999999997,275.8454445337139,262.25355546628606
1988-08-01,272.03,272.8,271.21,272.21,269.071,275.90592547990417,262.2360745200959
1988-08-02,272.19,273.68,270.37,272.06,268.8835,275.1195388068111,262.647461193189
1988-08-03,272.03,273.42,271.15,272.98,268.9315,275.28290191735994,262.5800980826401
1988-08-04,273.0,274.2,271.77,271.93,268.93899999999996,275.3049022596173,262.57309774038265
1988-08-05,271.7,271.93,270.08,271.15,268.9955,275.4215734511872,262.56942654881277
1988-08-08,271.13,272.47,269.93,269.98,268.967,275.36905591978496,262.564944080215
1988-08-09,270.0,270.2,265.06,266.49,268.899,275.37942201355264,262.41857798644736
1988-08-10,266.43,266.49,261.03,261.9,268.52799999999996,275.7177049203816,261.3382950796183
1988-08-11,261.92,262.77,260.34,262.75,268.1525,275.7350530348539,260.5699469651461
1988-08-12,262.7,262.94,261.37,262.55,267.6775,275.42056854718294,259.9344314528171
1988-08-15,262.49,262.55,258.68,258.69,267.0865,275.6772325219225,258.4957674780775
1988-08-16,258.68,262.61,257.5,260.56,266.691,275.730166007178,257.65183399282193
1988-08-17,260.57,261.84,259.33,260.77,266.22950000000003,275.4969313139055,256.96206868609454
1988-08-18,260.76,262.76,260.75,261.03,265.948,275.4980864697137,256.39791353028625
1988-08-19,261.05,262.27,260.23,260.24,265.78499999999997,275.61810091905255,255.95189908094736
1988-08-22,260.24,260.71,256.94,256.98,265.4,275.98916427297564,254.81083572702434
1988-08-23,256.99,257.86,256.53,257.09,264.995,276.21857387494646,253.77142612505355
1988-08-24,257.16,261.13,257.09,261.13,264.9265,276.2306236537386,253.62237634626138
1988-08-25,261.1,261.13,257.56,259.18,264.5845,276.1599503834198,253.0090496165802
1988-08-26,259.18,260.15,258.87,259.68,263.96750000000003,275.1841340293083,252.75086597069173
1988-08-29,259.68,262.56,259.68,262.33,263.4735,274.0113820902228,252.9356179097772
1988-08-30,262.33,263.18,261.53,262.51,262.996,272.7305102869321,253.26148971306787
1988-08-31,262.51,263.8,261.21,261.52,262.423,270.9583138874893,253.88768611251072
1988-09-01,261.52,261.52,256.98,258.35,261.744,269.18542714100005,254.302572859
1988-09-02,258.35,264.9,258.35,264.48,261.4105,267.5632725030071,255.25772749699294
1988-09-06,264.42,265.94,264.4,265.59,261.191,266.2773528449405,256.10464715505947
1988-09-07,265.62,266.98,264.93,265.87,261.15999999999997,266.11626344825385,256.2037365517461
1988-09-08,265.87,266.54,264.88,265.88,261.35900000000004,266.7416305445408,255.97636945545926
1988-09-09,265.88,268.26,263.66,266.84,261.56350000000003,267.4553401200368,255.67165987996324
1988-09-12,266.85,267.64,266.22,266.47,261.7595,268.0376608939721,255.4813391060279
1988-09-13,266.45,267.43,265.22,267.43,262.19649999999996,268.78414481515193,255.60885518484795
1988-09-14,267.5,269.47,267.41,269.31,262.634,269.8921232894104,255.37587671058964
1988-09-15,269.3,269.78,268.03,268.13,263.002,270.6005416883467,255.40345831165328
1988-09-16,268.13,270.81,267.33,270.65,263.483,271.7449052218483,255.22109477815172
1988-09-19,270.64,270.65,267.41,268.82,263.912,272.3539543758703,255.47004562412968
1988-09-20,268.83,270.07,268.5,269.73,264.54949999999997,272.70824983973836,256.3907501602616
1988-09-21,269.76,270.64,269.48,270.16,265.203,272.9282425613464,257.47775743865355
1988-09-22,270.19,270.58,268.26,269.18,265.6055,273.27586806912467,257.93513193087534
1988-09-23,269.16,270.31,268.28,269.76,266.1345,273.3869419843869,258.8820580156131
1988-09-26,269.77,269.8,268.61,268.88,266.5945,273.26707221767236,259.9219277823276
1988-09-27,268.89,269.36,268.01,268.26,266.89099999999996,273.2869687962151,260.49503120378483
1988-09-28,268.22,269.08,267.77,269.08,267.2195,273.3368660482655,261.10213395173446
1988-09-29,269.09,273.02,269.08,272.59,267.773,273.7198880849387,261.82611191506135
1988-09-30,272.55,274.87,271.66,271.91,268.45099999999996,272.73350246566974,264.1684975343302
1988-10-03,271.89,271.91,268.84,271.38,268.796,272.83642415699967,264.7555758430003
1988-10-04,271.37,271.79,270.34,270.62,269.0475,272.86787129637287,265.22712870362716
1988-10-05,270.63,272.45,270.08,271.86,269.34700000000004,273.05607904586367,265.6379209541364
1988-10-06,271.87,272.39,271.3,272.39,269.6725,273.24042066822955,266.1045793317705
1988-10-07,272.38,278.07,272.37,278.07,270.23400000000004,275.1897426550618,265.27825734493825
1988-10-10,278.06,278.69,277.1,278.24,270.8225,276.6201179318967,265.0248820681033
1988-10-11,278.15,278.24,276.33,277.93,271.3475,277.72432935569213,264.9706706443079
1988-10-12,277.91,277.93,273.05,273.98,271.581,277.98563614974057,265.17636385025946
