,accuracy,val_accuracy,auc,val_auc,f1_score,val_f1_score
0,0.9515628814697266,0.9514212012290955,0.6551452875137329,0.8823368549346924,0.005305039696395397,0.36486485600471497
1,0.9522087574005127,0.9514212012290955,0.7789005041122437,0.8735727071762085,0.0364583358168602,0.0
2,0.9518212080001831,0.9534883499145508,0.813997209072113,0.878202497959137,0.03617570921778679,0.21052631735801697
3,0.9536295533180237,0.9534883499145508,0.8567671775817871,0.8783941864967346,0.10473816096782684,0.3181818127632141
4,0.9519503712654114,0.9565891623497009,0.8495142459869385,0.8723843097686768,0.09708737581968307,0.35384616255760193
5,0.9546628594398499,0.9524548053741455,0.869271993637085,0.8734695911407471,0.16229116916656494,0.0
6,0.9551795125007629,0.9581395387649536,0.8752684593200684,0.8715910911560059,0.22022470831871033,0.3305785059928894
7,0.9547920227050781,0.9540051817893982,0.8726571798324585,0.8829619288444519,0.235807865858078,0.1682243049144745
8,0.9546628594398499,0.9534883499145508,0.8825271129608154,0.8663686513900757,0.21123594045639038,0.1666666716337204
9,0.9547920227050781,0.9565891623497009,0.88718581199646,0.8675305843353271,0.235807865858078,0.29999998211860657
10,0.9559545516967773,0.9545219540596008,0.8917378783226013,0.8856809139251709,0.29106029868125916,0.3125
11,0.9569878578186035,0.9560723304748535,0.8967723846435547,0.8868131637573242,0.3076923191547394,0.36090224981307983
12,0.9566003680229187,0.9571059346199036,0.9045021533966064,0.8434913158416748,0.32258063554763794,0.2905983030796051
13,0.9560837149620056,0.957622766494751,0.9005672335624695,0.8861320614814758,0.27659574151039124,0.3692307472229004
14,0.9551795125007629,0.9565891623497009,0.9088582992553711,0.8957217931747437,0.27557411789894104,0.3913043439388275
15,0.9575045108795166,0.9545219540596008,0.8939462900161743,0.8793025016784668,0.2832244038581848,0.29032257199287415
16,0.9576336741447449,0.9550387859344482,0.9144376516342163,0.8793938159942627,0.3306122422218323,0.31496062874794006
17,0.9572461843490601,0.9550387859344482,0.9181509613990784,0.8720215559005737,0.3393213450908661,0.3358778655529022
18,0.9590545296669006,0.950904369354248,0.9172067642211914,0.8651094436645508,0.3436852991580963,0.41717788577079773
19,0.9575045108795166,0.9545219540596008,0.9276472330093384,0.863525927066803,0.35108482837677,0.2142857164144516
20,0.958150327205658,0.9519379734992981,0.9240421652793884,0.8525384664535522,0.36220473051071167,0.13084112107753754
21,0.9573753476142883,0.9498708248138428,0.9361463785171509,0.8650977611541748,0.3529411852359772,0.28148147463798523
22,0.9589253664016724,0.9483203887939453,0.9357032179832458,0.8567317724227905,0.38372090458869934,0.1803278625011444
23,0.959700345993042,0.9529715776443481,0.9407439231872559,0.8418102860450745,0.39534884691238403,0.30534350872039795
24,0.9635753035545349,0.9519379734992981,0.9416083097457886,0.8535085916519165,0.48161762952804565,0.26771655678749084
25,0.9628003239631653,0.9534883499145508,0.9435155987739563,0.8676484823226929,0.46666666865348816,0.357142835855484
26,0.9633169770240784,0.9534883499145508,0.9492394924163818,0.8142442107200623,0.47985345125198364,0.22413794696331024
27,0.9621545076370239,0.9498708248138428,0.9551767110824585,0.8296492099761963,0.4701627790927887,0.29197078943252563
28,0.965641975402832,0.950904369354248,0.9536429047584534,0.8112099170684814,0.5349650382995605,0.1592920422554016
