,accuracy,val_accuracy,auc,val_auc,f1_score,val_f1_score
0,0.9551853537559509,0.9555325508117676,0.608109712600708,0.8102599382400513,0.9770790338516235,0.9772607088088989
1,0.9551853537559509,0.9555325508117676,0.806196928024292,0.8641051054000854,0.9770790338516235,0.9772607088088989
2,0.9551853537559509,0.9555325508117676,0.813878059387207,0.841962993144989,0.9770790338516235,0.9772607088088989
3,0.9551853537559509,0.9555325508117676,0.8482381105422974,0.875261127948761,0.9770790338516235,0.9772607088088989
4,0.9551853537559509,0.9555325508117676,0.8455170392990112,0.883897066116333,0.9770790338516235,0.9772607088088989
5,0.9551853537559509,0.9555325508117676,0.8663094639778137,0.8973309397697449,0.9770790338516235,0.9772607088088989
6,0.955572783946991,0.9576008319854736,0.8796346783638,0.8929232358932495,0.977266788482666,0.9782493710517883
7,0.9545395970344543,0.9555325508117676,0.8760462403297424,0.9022010564804077,0.9767287969589233,0.9772607088088989
8,0.955572783946991,0.9570837616920471,0.88382887840271,0.9063129425048828,0.9772486090660095,0.9779196381568909
9,0.9573808312416077,0.9565666913986206,0.890492856502533,0.9094337821006775,0.9781399369239807,0.9777424335479736
10,0.9560893774032593,0.9570837616920471,0.8925038576126099,0.9104154109954834,0.9774685502052307,0.978013277053833
11,0.9568642377853394,0.9576008319854736,0.8991362452507019,0.9109817743301392,0.9778602719306946,0.9781914949417114
12,0.9577683210372925,0.9591520428657532,0.9005492925643921,0.9130423665046692,0.9783055782318115,0.9790284037590027
13,0.9581557512283325,0.9565666913986206,0.9096559882164001,0.8947479724884033,0.9784946441650391,0.9777188897132874
14,0.9578974843025208,0.9550155401229858,0.9159315228462219,0.9072442054748535,0.9783676266670227,0.9769291877746582
15,0.9580265879631042,0.9560496211051941,0.8991775512695312,0.9066558480262756,0.9784325957298279,0.977411687374115
16,0.9572517275810242,0.9560496211051941,0.9208595752716064,0.9045699834823608,0.9780226945877075,0.9774355888366699
17,0.9600929617881775,0.9555325508117676,0.9221341013908386,0.8555383682250977,0.979475200176239,0.9772607088088989
18,0.9594472646713257,0.9570837616920471,0.9214354753494263,0.9026162624359131,0.979138970375061,0.9779781699180603
19,0.9591889381408691,0.9555325508117676,0.9220173954963684,0.9003857374191284,0.9790060520172119,0.9771762490272522
