,accuracy,val_accuracy,auc,val_auc,f1_score,val_f1_score
0,0.8441977500915527,0.8811983466148376,0.8358736038208008,0.8994527459144592,0.31692132353782654,0.6192052960395813
1,0.8714340925216675,0.8884297609329224,0.8968926072120667,0.9062290787696838,0.5793918967247009,0.6375839114189148
2,0.8737576007843018,0.8873966932296753,0.9053754806518555,0.9170023202896118,0.60276198387146,0.6366667151451111
3,0.880728006362915,0.8873966932296753,0.9105716943740845,0.91434645652771,0.6321655511856079,0.6148409843444824
4,0.8866658210754395,0.8915289044380188,0.9198890924453735,0.9207867383956909,0.6515872478485107,0.6677215695381165
5,0.8829224109649658,0.8941115736961365,0.920799732208252,0.9211218357086182,0.6474931836128235,0.6519524455070496
6,0.8862785696983337,0.8889462947845459,0.9224295616149902,0.920216977596283,0.656262218952179,0.6814814805984497
7,0.8897637724876404,0.8848140239715576,0.9257570505142212,0.9219982028007507,0.6656225323677063,0.6420546174049377
8,0.8853749632835388,0.8910123705863953,0.9272036552429199,0.919638991355896,0.656877875328064,0.6768760085105896
9,0.8870530724525452,0.8848140239715576,0.9310323596000671,0.9212614297866821,0.6628130674362183,0.6836879253387451
10,0.8893765211105347,0.879648745059967,0.9293794631958008,0.9216092824935913,0.6722753643989563,0.6666666865348816
11,0.8929908275604248,0.8832644820213318,0.9329745173454285,0.9205127954483032,0.6841904520988464,0.5949820280075073
12,0.8944107294082642,0.8853305578231812,0.9353234767913818,0.9214898347854614,0.6839258074760437,0.6735294461250305
13,0.8976377844810486,0.8868801593780518,0.9371278882026672,0.9234353303909302,0.6976743936538696,0.677466869354248
14,0.9002194404602051,0.8677685856819153,0.9391671419143677,0.9194637537002563,0.7050743699073792,0.6692506670951843
15,0.9002194404602051,0.8842975497245789,0.9370376467704773,0.9228208661079407,0.7066413164138794,0.6725146174430847
16,0.9015102386474609,0.8837810158729553,0.9435275793075562,0.9221105575561523,0.707774817943573,0.6705710291862488
17,0.9047372937202454,0.8775826692581177,0.9469042420387268,0.91994309425354,0.7242152094841003,0.6589928269386292
18,0.908480703830719,0.8755165338516235,0.947500467300415,0.9148111343383789,0.7299047708511353,0.6552217602729797
19,0.9066735506057739,0.8822314143180847,0.948266863822937,0.9211344122886658,0.7276836037635803,0.6403785347938538
20,0.9123531579971313,0.8775826692581177,0.9531915783882141,0.9139730334281921,0.7434831261634827,0.6589928269386292
21,0.9128695130348206,0.8842975497245789,0.9569810032844543,0.9175364375114441,0.7470963001251221,0.6315789818763733
22,0.9170001149177551,0.8791322112083435,0.9571309089660645,0.9112523198127747,0.7603428959846497,0.652819037437439
23,0.9139021635055542,0.8693181872367859,0.9600293040275574,0.9054630994796753,0.7502807378768921,0.6510345339775085
24,0.9216470718383789,0.8811983466148376,0.9631876349449158,0.9102745652198792,0.7770839929580688,0.6483180522918701
25,0.9253904819488525,0.8780992031097412,0.965925395488739,0.9107847809791565,0.7841673493385315,0.6253967881202698
26,0.930424690246582,0.870351254940033,0.9665312170982361,0.9102306365966797,0.7988055348396301,0.6357039213180542
27,0.9256486296653748,0.8729338645935059,0.9690151810646057,0.8993021249771118,0.7852348685264587,0.6413994431495667
28,0.9317154884338379,0.8806818127632141,0.9705230593681335,0.9077118635177612,0.8044362664222717,0.6384975910186768
29,0.9342971444129944,0.875,0.9733417630195618,0.8957342505455017,0.8143013715744019,0.6146497130393982
30,0.9352007508277893,0.8724173307418823,0.971683144569397,0.9040131568908691,0.8132439851760864,0.6274509429931641
31,0.9401058554649353,0.87138432264328,0.9744969606399536,0.899696409702301,0.8271236419677734,0.6078740358352661
32,0.9398477077484131,0.8688016533851624,0.9776999950408936,0.9017087817192078,0.8281710743904114,0.6318840980529785
33,0.9433329105377197,0.8662189841270447,0.9782587289810181,0.8992645740509033,0.8381865620613098,0.6367461085319519
34,0.9446237087249756,0.8682851195335388,0.9797391891479492,0.8954436779022217,0.8416390419006348,0.6309695839881897
35,0.9457854628562927,0.8739669322967529,0.9807990193367004,0.8872934579849243,0.845588207244873,0.5821917653083801
36,0.9468181133270264,0.8729338645935059,0.9831588268280029,0.8797566294670105,0.8476331233978271,0.6226993799209595
37,0.9534013271331787,0.8698347210884094,0.9847662448883057,0.8765831589698792,0.8672306537628174,0.5935483574867249
38,0.9548212289810181,0.8780992031097412,0.9853057861328125,0.8811315298080444,0.8720759749412537,0.6105610728263855
39,0.9586936831474304,0.8837810158729553,0.9876639246940613,0.8849963545799255,0.8823529481887817,0.650077760219574
40,0.9571446776390076,0.8682851195335388,0.988004207611084,0.879634439945221,0.8782991170883179,0.6165412664413452
41,0.9623079895973206,0.8765496015548706,0.9877038598060608,0.8758856654167175,0.8941261172294617,0.6200317740440369
42,0.9610171914100647,0.8527892827987671,0.9873008728027344,0.8968315124511719,0.8897810578346252,0.6143437027931213
43,0.9642442464828491,0.8688016533851624,0.9911946058273315,0.8745945692062378,0.8998915553092957,0.6174699068069458
44,0.9639860391616821,0.87138432264328,0.9905288815498352,0.8734625577926636,0.8981379866600037,0.6163328289985657
45,0.9642442464828491,0.8724173307418823,0.9905749559402466,0.8764618039131165,0.8990156650543213,0.6097946763038635
